time,time_order,ReportingPeriod,visn,site,unit_type,groupvar,groupvar_value,N,ND,EXP,unadjusted_mortality,SMR,SMR_CI_lower,SMR_CI_upper
Rolling 6 Months,2,2026Q1,2,FAC018,Stepdown,predicted_mortality_group,5-<10%,1,0,0.092976,0.0,0.0,0.0,39.462193
Rolling 6 Months,2,2026Q1,1,FAC015,Medical,losingspec,,2,0,0.330795,0.0,0.0,0.0,11.091573
Rolling 6 Months,2,2026Q1,1,FAC015,Medical,lward,Surgical,1,0,0.290625,0.0,0.0,0.0,12.624643
Rolling 6 Months,2,2026Q1,1,FAC015,Medical,organ_system,CV9,1,0,0.290625,0.0,0.0,0.0,12.624643
Rolling 6 Months,2,2026Q1,1,FAC015,Medical,age_cat,"[75,85)",1,0,0.290625,0.0,0.0,0.0,12.624643
Rolling 6 Months,2,2026Q1,1,FAC015,Medical,severity,10-<30%,1,0,0.290625,0.0,0.0,0.0,12.624643
Rolling 6 Months,2,2026Q1,1,FAC015,Medical,unit_type,Medical,2,0,0.330795,0.0,0.0,0.0,11.091573
Rolling 6 Months,2,2026Q1,1,FAC015,Medical,admission_source,Other,1,0,0.290625,0.0,0.0,0.0,12.624643
Rolling 6 Months,2,2026Q1,1,FAC015,Medical,predicted_mortality_group,10-<30%,1,0,0.290625,0.0,0.0,0.0,12.624643
Rolling 6 Months,2,2026Q1,3,FAC024,Medical,losingspec,,2,0,0.618096,0.0,0.0,0.0,5.936031
Rolling 6 Months,2,2026Q1,3,FAC024,Medical,lward,ICU,1,0,0.212403,0.0,0.0,0.0,17.273941
Rolling 6 Months,2,2026Q1,3,FAC024,Medical,organ_system,HM1,1,0,0.212403,0.0,0.0,0.0,17.273941
Rolling 6 Months,2,2026Q1,3,FAC024,Medical,age_cat,"[45,55)",1,0,0.212403,0.0,0.0,0.0,17.273941
Rolling 6 Months,2,2026Q1,3,FAC024,Medical,severity,10-<30%,1,0,0.212403,0.0,0.0,0.0,17.273941
Rolling 6 Months,2,2026Q1,3,FAC024,Medical,unit_type,Medical,2,0,0.618096,0.0,0.0,0.0,5.936031
Rolling 6 Months,2,2026Q1,3,FAC024,Medical,admission_source,Emergency,2,0,0.618096,0.0,0.0,0.0,5.936031
Rolling 6 Months,2,2026Q1,3,FAC024,Medical,predicted_mortality_group,10-<30%,1,0,0.212403,0.0,0.0,0.0,17.273941
Rolling 6 Months,2,2026Q1,5,FAC023,Stepdown,losingspec,,1,0,0.047495,0.0,0.0,0.0,77.251013
Rolling 6 Months,2,2026Q1,5,FAC023,Stepdown,lward,Medical,1,0,0.047495,0.0,0.0,0.0,77.251013
Rolling 6 Months,2,2026Q1,5,FAC023,Stepdown,organ_system,NP3,1,0,0.047495,0.0,0.0,0.0,77.251013
Rolling 6 Months,2,2026Q1,5,FAC023,Stepdown,age_cat,"[45,55)",1,0,0.047495,0.0,0.0,0.0,77.251013
Rolling 6 Months,2,2026Q1,5,FAC023,Stepdown,severity,2.5-<5%,1,0,0.047495,0.0,0.0,0.0,77.251013
Rolling 6 Months,2,2026Q1,5,FAC023,Stepdown,unit_type,Stepdown,1,0,0.047495,0.0,0.0,0.0,77.251013
Rolling 6 Months,2,2026Q1,5,FAC023,Stepdown,admission_source,Emergency,1,0,0.047495,0.0,0.0,0.0,77.251013
Rolling 6 Months,2,2026Q1,5,FAC023,Stepdown,predicted_mortality_group,2.5-<5%,1,0,0.047495,0.0,0.0,0.0,77.251013
Rolling 6 Months,2,2026Q1,1,FAC023,Stepdown,losingspec,,1,0,0.095775,0.0,0.0,0.0,38.308921
Rolling 6 Months,2,2026Q1,1,FAC023,Stepdown,lward,Medical,1,0,0.095775,0.0,0.0,0.0,38.308921
Rolling 6 Months,2,2026Q1,1,FAC023,Stepdown,organ_system,CV9,1,0,0.095775,0.0,0.0,0.0,38.308921
Rolling 6 Months,2,2026Q1,1,FAC023,Stepdown,age_cat,"[65,75)",1,0,0.095775,0.0,0.0,0.0,38.308921
Rolling 6 Months,2,2026Q1,1,FAC023,Stepdown,severity,5-<10%,1,0,0.095775,0.0,0.0,0.0,38.308921
Rolling 6 Months,2,2026Q1,1,FAC023,Stepdown,unit_type,Stepdown,1,0,0.095775,0.0,0.0,0.0,38.308921
Rolling 6 Months,2,2026Q1,1,FAC023,Stepdown,admission_source,Clinic,1,0,0.095775,0.0,0.0,0.0,38.308921
Rolling 6 Months,2,2026Q1,1,FAC023,Stepdown,predicted_mortality_group,5-<10%,1,0,0.095775,0.0,0.0,0.0,38.308921
Rolling 6 Months,2,2026Q1,2,FAC005,ICU,losingspec,,1,1,0.368714,1.0,2.712129,0.035388,15.092893
Rolling 6 Months,2,2026Q1,2,FAC005,ICU,lward,Medical,1,1,0.368714,1.0,2.712129,0.035388,15.092893
Rolling 6 Months,2,2026Q1,2,FAC005,ICU,organ_system,CV9,1,1,0.368714,1.0,2.712129,0.035388,15.092893
Rolling 6 Months,2,2026Q1,2,FAC005,ICU,age_cat,"[75,85)",1,1,0.368714,1.0,2.712129,0.035388,15.092893
Rolling 6 Months,2,2026Q1,2,FAC005,ICU,severity,30%+,1,1,0.368714,1.0,2.712129,0.035388,15.092893
Rolling 6 Months,2,2026Q1,2,FAC005,ICU,unit_type,ICU,1,1,0.368714,1.0,2.712129,0.035388,15.092893
Rolling 6 Months,2,2026Q1,2,FAC005,ICU,admission_source,Clinic,1,1,0.368714,1.0,2.712129,0.035388,15.092893
Rolling 6 Months,2,2026Q1,2,FAC005,ICU,predicted_mortality_group,30%+,1,1,0.368714,1.0,2.712129,0.035388,15.092893
Rolling 6 Months,2,2026Q1,3,FAC012,Medical,losingspec,,2,1,0.275312,0.5,3.632243,0.047394,20.213289
Rolling 6 Months,2,2026Q1,3,FAC012,Medical,lward,Medical,1,0,0.089802,0.0,0.0,0.0,40.856962
Rolling 6 Months,2,2026Q1,3,FAC012,Medical,organ_system,GI7,1,0,0.089802,0.0,0.0,0.0,40.856962
Rolling 6 Months,2,2026Q1,3,FAC012,Medical,age_cat,"[55,65)",1,0,0.089802,0.0,0.0,0.0,40.856962
Rolling 6 Months,2,2026Q1,3,FAC012,Medical,severity,5-<10%,1,0,0.089802,0.0,0.0,0.0,40.856962
Rolling 6 Months,2,2026Q1,3,FAC012,Medical,unit_type,Medical,2,1,0.275312,0.5,3.632243,0.047394,20.213289
Rolling 6 Months,2,2026Q1,3,FAC012,Medical,admission_source,Other,1,0,0.089802,0.0,0.0,0.0,40.856962
Rolling 6 Months,2,2026Q1,3,FAC012,Medical,predicted_mortality_group,5-<10%,1,0,0.089802,0.0,0.0,0.0,40.856962
Rolling 6 Months,2,2026Q1,1,FAC008,Stepdown,losingspec,,1,0,0.127238,0.0,0.0,0.0,28.836015
Rolling 6 Months,2,2026Q1,1,FAC008,Stepdown,lward,Medical,1,0,0.127238,0.0,0.0,0.0,28.836015
Rolling 6 Months,2,2026Q1,1,FAC008,Stepdown,organ_system,NP3,1,0,0.127238,0.0,0.0,0.0,28.836015
Rolling 6 Months,2,2026Q1,1,FAC008,Stepdown,age_cat,"[45,55)",1,0,0.127238,0.0,0.0,0.0,28.836015
Rolling 6 Months,2,2026Q1,1,FAC008,Stepdown,severity,10-<30%,1,0,0.127238,0.0,0.0,0.0,28.836015
Rolling 6 Months,2,2026Q1,1,FAC008,Stepdown,unit_type,Stepdown,1,0,0.127238,0.0,0.0,0.0,28.836015
Rolling 6 Months,2,2026Q1,1,FAC008,Stepdown,admission_source,Emergency,1,0,0.127238,0.0,0.0,0.0,28.836015
Rolling 6 Months,2,2026Q1,1,FAC008,Stepdown,predicted_mortality_group,10-<30%,1,0,0.127238,0.0,0.0,0.0,28.836015
Rolling 6 Months,2,2026Q1,2,FAC008,Medical,losingspec,,1,0,0.122507,0.0,0.0,0.0,29.94961
Rolling 6 Months,2,2026Q1,2,FAC008,Medical,lward,Clinic/ED,1,0,0.122507,0.0,0.0,0.0,29.94961
Rolling 6 Months,2,2026Q1,2,FAC008,Medical,organ_system,NP3,1,0,0.122507,0.0,0.0,0.0,29.94961
Rolling 6 Months,2,2026Q1,2,FAC008,Medical,age_cat,"[55,65)",1,0,0.122507,0.0,0.0,0.0,29.94961
Rolling 6 Months,2,2026Q1,2,FAC008,Medical,severity,10-<30%,1,0,0.122507,0.0,0.0,0.0,29.94961
Rolling 6 Months,2,2026Q1,2,FAC008,Medical,unit_type,Medical,1,0,0.122507,0.0,0.0,0.0,29.94961
Rolling 6 Months,2,2026Q1,2,FAC008,Medical,admission_source,Emergency,1,0,0.122507,0.0,0.0,0.0,29.94961
Rolling 6 Months,2,2026Q1,2,FAC008,Medical,predicted_mortality_group,10-<30%,1,0,0.122507,0.0,0.0,0.0,29.94961
Rolling 6 Months,2,2026Q1,1,FAC018,Medical,losingspec,,1,0,0.169598,0.0,0.0,0.0,21.633727
Rolling 6 Months,2,2026Q1,1,FAC018,Medical,lward,Clinic/ED,1,0,0.169598,0.0,0.0,0.0,21.633727
Rolling 6 Months,2,2026Q1,1,FAC018,Medical,organ_system,RS11,1,0,0.169598,0.0,0.0,0.0,21.633727
Rolling 6 Months,2,2026Q1,1,FAC018,Medical,age_cat,"[45,55)",1,0,0.169598,0.0,0.0,0.0,21.633727
Rolling 6 Months,2,2026Q1,1,FAC018,Medical,severity,10-<30%,1,0,0.169598,0.0,0.0,0.0,21.633727
Rolling 6 Months,2,2026Q1,1,FAC018,Medical,unit_type,Medical,1,0,0.169598,0.0,0.0,0.0,21.633727
Rolling 6 Months,2,2026Q1,1,FAC018,Medical,admission_source,Clinic,1,0,0.169598,0.0,0.0,0.0,21.633727
Rolling 6 Months,2,2026Q1,1,FAC018,Medical,predicted_mortality_group,10-<30%,1,0,0.169598,0.0,0.0,0.0,21.633727
Rolling 6 Months,2,2026Q1,1,FAC021,Surgical,losingspec,,1,0,0.258954,0.0,0.0,0.0,14.168682
Rolling 6 Months,2,2026Q1,1,FAC021,Surgical,lward,Medical,1,0,0.258954,0.0,0.0,0.0,14.168682
Rolling 6 Months,2,2026Q1,1,FAC021,Surgical,organ_system,GI7,1,0,0.258954,0.0,0.0,0.0,14.168682
Rolling 6 Months,2,2026Q1,1,FAC021,Surgical,age_cat,"[65,75)",1,0,0.258954,0.0,0.0,0.0,14.168682
Rolling 6 Months,2,2026Q1,1,FAC021,Surgical,severity,10-<30%,1,0,0.258954,0.0,0.0,0.0,14.168682
Rolling 6 Months,2,2026Q1,1,FAC021,Surgical,unit_type,Surgical,1,0,0.258954,0.0,0.0,0.0,14.168682
Rolling 6 Months,2,2026Q1,1,FAC021,Surgical,admission_source,Emergency,1,0,0.258954,0.0,0.0,0.0,14.168682
Rolling 6 Months,2,2026Q1,1,FAC021,Surgical,predicted_mortality_group,10-<30%,1,0,0.258954,0.0,0.0,0.0,14.168682
Rolling 6 Months,2,2026Q1,2,FAC001,Medical,losingspec,,1,0,0.131047,0.0,0.0,0.0,27.99787
Rolling 6 Months,2,2026Q1,2,FAC001,Medical,lward,Medical,1,0,0.131047,0.0,0.0,0.0,27.99787
Rolling 6 Months,2,2026Q1,2,FAC001,Medical,organ_system,CV9,1,0,0.131047,0.0,0.0,0.0,27.99787
Rolling 6 Months,2,2026Q1,2,FAC001,Medical,age_cat,"[65,75)",1,0,0.131047,0.0,0.0,0.0,27.99787
Rolling 6 Months,2,2026Q1,2,FAC001,Medical,severity,10-<30%,1,0,0.131047,0.0,0.0,0.0,27.99787
Rolling 6 Months,2,2026Q1,2,FAC001,Medical,unit_type,Medical,1,0,0.131047,0.0,0.0,0.0,27.99787
Rolling 6 Months,2,2026Q1,2,FAC001,Medical,admission_source,Transfer,1,0,0.131047,0.0,0.0,0.0,27.99787
Rolling 6 Months,2,2026Q1,2,FAC001,Medical,predicted_mortality_group,10-<30%,1,0,0.131047,0.0,0.0,0.0,27.99787
Rolling 6 Months,2,2026Q1,1,FAC005,Medical,losingspec,,1,0,0.246626,0.0,0.0,0.0,14.876926
Rolling 6 Months,2,2026Q1,1,FAC005,Medical,lward,Clinic/ED,1,0,0.246626,0.0,0.0,0.0,14.876926
Rolling 6 Months,2,2026Q1,1,FAC005,Medical,organ_system,GI7,1,0,0.246626,0.0,0.0,0.0,14.876926
Rolling 6 Months,2,2026Q1,1,FAC005,Medical,age_cat,"[75,85)",1,0,0.246626,0.0,0.0,0.0,14.876926
Rolling 6 Months,2,2026Q1,1,FAC005,Medical,severity,10-<30%,1,0,0.246626,0.0,0.0,0.0,14.876926
Rolling 6 Months,2,2026Q1,1,FAC005,Medical,unit_type,Medical,1,0,0.246626,0.0,0.0,0.0,14.876926
Rolling 6 Months,2,2026Q1,1,FAC005,Medical,admission_source,Emergency,1,0,0.246626,0.0,0.0,0.0,14.876926
Rolling 6 Months,2,2026Q1,1,FAC005,Medical,predicted_mortality_group,10-<30%,1,0,0.246626,0.0,0.0,0.0,14.876926
Rolling 6 Months,2,2026Q1,2,FAC017,Surgical,losingspec,,2,0,0.215344,0.0,0.0,0.0,17.038027
Rolling 6 Months,2,2026Q1,2,FAC017,Surgical,lward,Clinic/ED,2,0,0.215344,0.0,0.0,0.0,17.038027
Rolling 6 Months,2,2026Q1,2,FAC017,Surgical,organ_system,CV9,2,0,0.215344,0.0,0.0,0.0,17.038027
Rolling 6 Months,2,2026Q1,2,FAC017,Surgical,age_cat,"[55,65)",2,0,0.215344,0.0,0.0,0.0,17.038027
Rolling 6 Months,2,2026Q1,2,FAC017,Surgical,severity,5-<10%,1,0,0.090848,0.0,0.0,0.0,40.386545
Rolling 6 Months,2,2026Q1,2,FAC017,Surgical,unit_type,Surgical,2,0,0.215344,0.0,0.0,0.0,17.038027
Rolling 6 Months,2,2026Q1,2,FAC017,Surgical,admission_source,Emergency,2,0,0.215344,0.0,0.0,0.0,17.038027
Rolling 6 Months,2,2026Q1,2,FAC017,Surgical,predicted_mortality_group,5-<10%,1,0,0.090848,0.0,0.0,0.0,40.386545
Rolling 6 Months,2,2026Q1,2,FAC009,ICU,losingspec,,1,0,0.290538,0.0,0.0,0.0,12.628423
Rolling 6 Months,2,2026Q1,2,FAC009,ICU,lward,Medical,1,0,0.290538,0.0,0.0,0.0,12.628423
Rolling 6 Months,2,2026Q1,2,FAC009,ICU,organ_system,NU9,1,0,0.290538,0.0,0.0,0.0,12.628423
Rolling 6 Months,2,2026Q1,2,FAC009,ICU,age_cat,"[55,65)",1,0,0.290538,0.0,0.0,0.0,12.628423
Rolling 6 Months,2,2026Q1,2,FAC009,ICU,severity,10-<30%,1,0,0.290538,0.0,0.0,0.0,12.628423
Rolling 6 Months,2,2026Q1,2,FAC009,ICU,unit_type,ICU,1,0,0.290538,0.0,0.0,0.0,12.628423
Rolling 6 Months,2,2026Q1,2,FAC009,ICU,admission_source,Emergency,1,0,0.290538,0.0,0.0,0.0,12.628423
Rolling 6 Months,2,2026Q1,2,FAC009,ICU,predicted_mortality_group,10-<30%,1,0,0.290538,0.0,0.0,0.0,12.628423
Rolling 6 Months,2,2026Q1,3,FAC027,ICU,losingspec,,1,0,0.417134,0.0,0.0,0.0,8.795823
Rolling 6 Months,2,2026Q1,3,FAC027,ICU,lward,Surgical,1,0,0.417134,0.0,0.0,0.0,8.795823
Rolling 6 Months,2,2026Q1,3,FAC027,ICU,organ_system,SP5,1,0,0.417134,0.0,0.0,0.0,8.795823
Rolling 6 Months,2,2026Q1,3,FAC027,ICU,age_cat,"[55,65)",1,0,0.417134,0.0,0.0,0.0,8.795823
Rolling 6 Months,2,2026Q1,3,FAC027,ICU,severity,30%+,1,0,0.417134,0.0,0.0,0.0,8.795823
Rolling 6 Months,2,2026Q1,3,FAC027,ICU,unit_type,ICU,1,0,0.417134,0.0,0.0,0.0,8.795823
Rolling 6 Months,2,2026Q1,3,FAC027,ICU,admission_source,Emergency,1,0,0.417134,0.0,0.0,0.0,8.795823
Rolling 6 Months,2,2026Q1,3,FAC027,ICU,predicted_mortality_group,30%+,1,0,0.417134,0.0,0.0,0.0,8.795823
Rolling 6 Months,2,2026Q1,2,FAC029,Medical,losingspec,,1,0,0.287116,0.0,0.0,0.0,12.778936
Rolling 6 Months,2,2026Q1,2,FAC029,Medical,lward,Clinic/ED,1,0,0.287116,0.0,0.0,0.0,12.778936
Rolling 6 Months,2,2026Q1,2,FAC029,Medical,organ_system,CV9,1,0,0.287116,0.0,0.0,0.0,12.778936
Rolling 6 Months,2,2026Q1,2,FAC029,Medical,age_cat,"[65,75)",1,0,0.287116,0.0,0.0,0.0,12.778936
Rolling 6 Months,2,2026Q1,2,FAC029,Medical,severity,10-<30%,1,0,0.287116,0.0,0.0,0.0,12.778936
Rolling 6 Months,2,2026Q1,2,FAC029,Medical,unit_type,Medical,1,0,0.287116,0.0,0.0,0.0,12.778936
Rolling 6 Months,2,2026Q1,2,FAC029,Medical,admission_source,Emergency,1,0,0.287116,0.0,0.0,0.0,12.778936
Rolling 6 Months,2,2026Q1,2,FAC029,Medical,predicted_mortality_group,10-<30%,1,0,0.287116,0.0,0.0,0.0,12.778936
Rolling 6 Months,2,2026Q1,3,FAC002,Medical,losingspec,,1,1,0.231094,1.0,4.327243,0.056463,24.080942
Rolling 6 Months,2,2026Q1,3,FAC002,Medical,lward,Medical,1,1,0.231094,1.0,4.327243,0.056463,24.080942
Rolling 6 Months,2,2026Q1,3,FAC002,Medical,organ_system,HM1,1,1,0.231094,1.0,4.327243,0.056463,24.080942
Rolling 6 Months,2,2026Q1,3,FAC002,Medical,age_cat,"[55,65)",1,1,0.231094,1.0,4.327243,0.056463,24.080942
Rolling 6 Months,2,2026Q1,3,FAC002,Medical,severity,10-<30%,1,1,0.231094,1.0,4.327243,0.056463,24.080942
Rolling 6 Months,2,2026Q1,3,FAC002,Medical,unit_type,Medical,1,1,0.231094,1.0,4.327243,0.056463,24.080942
Rolling 6 Months,2,2026Q1,3,FAC002,Medical,admission_source,Clinic,1,1,0.231094,1.0,4.327243,0.056463,24.080942
Rolling 6 Months,2,2026Q1,3,FAC002,Medical,predicted_mortality_group,10-<30%,1,1,0.231094,1.0,4.327243,0.056463,24.080942
Rolling 6 Months,2,2026Q1,4,FAC010,Surgical,losingspec,,1,1,0.349477,1.0,2.861419,0.037336,15.923683
Rolling 6 Months,2,2026Q1,4,FAC010,Surgical,lward,Medical,1,1,0.349477,1.0,2.861419,0.037336,15.923683
Rolling 6 Months,2,2026Q1,4,FAC010,Surgical,organ_system,RS11,1,1,0.349477,1.0,2.861419,0.037336,15.923683
Rolling 6 Months,2,2026Q1,4,FAC010,Surgical,age_cat,"[55,65)",1,1,0.349477,1.0,2.861419,0.037336,15.923683
Rolling 6 Months,2,2026Q1,4,FAC010,Surgical,severity,30%+,1,1,0.349477,1.0,2.861419,0.037336,15.923683
Rolling 6 Months,2,2026Q1,4,FAC010,Surgical,unit_type,Surgical,1,1,0.349477,1.0,2.861419,0.037336,15.923683
Rolling 6 Months,2,2026Q1,4,FAC010,Surgical,admission_source,Transfer,1,1,0.349477,1.0,2.861419,0.037336,15.923683
Rolling 6 Months,2,2026Q1,4,FAC010,Surgical,predicted_mortality_group,30%+,1,1,0.349477,1.0,2.861419,0.037336,15.923683
Rolling 6 Months,2,2026Q1,5,FAC015,ICU,losingspec,,1,0,0.151173,0.0,0.0,0.0,24.270451
Rolling 6 Months,2,2026Q1,5,FAC015,ICU,lward,Medical,1,0,0.151173,0.0,0.0,0.0,24.270451
Rolling 6 Months,2,2026Q1,5,FAC015,ICU,organ_system,NP3,1,0,0.151173,0.0,0.0,0.0,24.270451
Rolling 6 Months,2,2026Q1,5,FAC015,ICU,age_cat,"[45,55)",1,0,0.151173,0.0,0.0,0.0,24.270451
Rolling 6 Months,2,2026Q1,5,FAC015,ICU,severity,10-<30%,1,0,0.151173,0.0,0.0,0.0,24.270451
Rolling 6 Months,2,2026Q1,5,FAC015,ICU,unit_type,ICU,1,0,0.151173,0.0,0.0,0.0,24.270451
Rolling 6 Months,2,2026Q1,5,FAC015,ICU,admission_source,Emergency,1,0,0.151173,0.0,0.0,0.0,24.270451
Rolling 6 Months,2,2026Q1,5,FAC015,ICU,predicted_mortality_group,10-<30%,1,0,0.151173,0.0,0.0,0.0,24.270451
Rolling 6 Months,2,2026Q1,4,FAC008,Surgical,losingspec,,1,0,0.335485,0.0,0.0,0.0,10.936515
Rolling 6 Months,2,2026Q1,4,FAC008,Surgical,lward,Clinic/ED,1,0,0.335485,0.0,0.0,0.0,10.936515
Rolling 6 Months,2,2026Q1,4,FAC008,Surgical,organ_system,NU9,1,0,0.335485,0.0,0.0,0.0,10.936515
Rolling 6 Months,2,2026Q1,4,FAC008,Surgical,age_cat,"[85,HIGH]",1,0,0.335485,0.0,0.0,0.0,10.936515
Rolling 6 Months,2,2026Q1,4,FAC008,Surgical,severity,30%+,1,0,0.335485,0.0,0.0,0.0,10.936515
Rolling 6 Months,2,2026Q1,4,FAC008,Surgical,unit_type,Surgical,1,0,0.335485,0.0,0.0,0.0,10.936515
Rolling 6 Months,2,2026Q1,4,FAC008,Surgical,admission_source,Emergency,1,0,0.335485,0.0,0.0,0.0,10.936515
Rolling 6 Months,2,2026Q1,4,FAC008,Surgical,predicted_mortality_group,30%+,1,0,0.335485,0.0,0.0,0.0,10.936515
Rolling 6 Months,2,2026Q1,3,FAC008,Medical,losingspec,,2,1,0.854868,0.5,1.169771,0.015263,6.509731
Rolling 6 Months,2,2026Q1,3,FAC008,Medical,lward,Clinic/ED,1,0,0.199159,0.0,0.0,0.0,18.422652
Rolling 6 Months,2,2026Q1,3,FAC008,Medical,organ_system,SP5,1,0,0.199159,0.0,0.0,0.0,18.422652
Rolling 6 Months,2,2026Q1,3,FAC008,Medical,age_cat,"[75,85)",1,0,0.199159,0.0,0.0,0.0,18.422652
Rolling 6 Months,2,2026Q1,3,FAC008,Medical,severity,10-<30%,1,0,0.199159,0.0,0.0,0.0,18.422652
Rolling 6 Months,2,2026Q1,3,FAC008,Medical,unit_type,Medical,2,1,0.854868,0.5,1.169771,0.015263,6.509731
Rolling 6 Months,2,2026Q1,3,FAC008,Medical,admission_source,Emergency,2,1,0.854868,0.5,1.169771,0.015263,6.509731
Rolling 6 Months,2,2026Q1,3,FAC008,Medical,predicted_mortality_group,10-<30%,1,0,0.199159,0.0,0.0,0.0,18.422652
Rolling 6 Months,2,2026Q1,2,FAC017,ICU,losingspec,,1,0,0.391218,0.0,0.0,0.0,9.378497
Rolling 6 Months,2,2026Q1,2,FAC017,ICU,lward,Clinic/ED,1,0,0.391218,0.0,0.0,0.0,9.378497
Rolling 6 Months,2,2026Q1,2,FAC017,ICU,organ_system,GI7,1,0,0.391218,0.0,0.0,0.0,9.378497
Rolling 6 Months,2,2026Q1,2,FAC017,ICU,age_cat,"[75,85)",1,0,0.391218,0.0,0.0,0.0,9.378497
Rolling 6 Months,2,2026Q1,2,FAC017,ICU,severity,30%+,1,0,0.391218,0.0,0.0,0.0,9.378497
Rolling 6 Months,2,2026Q1,2,FAC017,ICU,unit_type,ICU,1,0,0.391218,0.0,0.0,0.0,9.378497
Rolling 6 Months,2,2026Q1,2,FAC017,ICU,admission_source,Transfer,1,0,0.391218,0.0,0.0,0.0,9.378497
Rolling 6 Months,2,2026Q1,2,FAC017,ICU,predicted_mortality_group,30%+,1,0,0.391218,0.0,0.0,0.0,9.378497
Rolling 6 Months,2,2026Q1,2,FAC010,Stepdown,losingspec,,1,1,0.332874,1.0,3.00414,0.039199,16.717921
Rolling 6 Months,2,2026Q1,2,FAC010,Stepdown,lward,Medical,1,1,0.332874,1.0,3.00414,0.039199,16.717921
Rolling 6 Months,2,2026Q1,2,FAC010,Stepdown,organ_system,GI7,1,1,0.332874,1.0,3.00414,0.039199,16.717921
Rolling 6 Months,2,2026Q1,2,FAC010,Stepdown,age_cat,"[85,HIGH]",1,1,0.332874,1.0,3.00414,0.039199,16.717921
Rolling 6 Months,2,2026Q1,2,FAC010,Stepdown,severity,30%+,1,1,0.332874,1.0,3.00414,0.039199,16.717921
Rolling 6 Months,2,2026Q1,2,FAC010,Stepdown,unit_type,Stepdown,1,1,0.332874,1.0,3.00414,0.039199,16.717921
Rolling 6 Months,2,2026Q1,2,FAC010,Stepdown,admission_source,Transfer,1,1,0.332874,1.0,3.00414,0.039199,16.717921
Rolling 6 Months,2,2026Q1,2,FAC010,Stepdown,predicted_mortality_group,30%+,1,1,0.332874,1.0,3.00414,0.039199,16.717921
Rolling 6 Months,2,2026Q1,4,FAC025,Medical,losingspec,,2,0,0.702907,0.0,0.0,0.0,5.219804
Rolling 6 Months,2,2026Q1,4,FAC025,Medical,lward,Medical,1,0,0.107931,0.0,0.0,0.0,33.994282
Rolling 6 Months,2,2026Q1,4,FAC025,Medical,organ_system,CV9,1,0,0.107931,0.0,0.0,0.0,33.994282
Rolling 6 Months,2,2026Q1,4,FAC025,Medical,age_cat,"[55,65)",1,0,0.107931,0.0,0.0,0.0,33.994282
Rolling 6 Months,2,2026Q1,4,FAC025,Medical,severity,10-<30%,1,0,0.107931,0.0,0.0,0.0,33.994282
Rolling 6 Months,2,2026Q1,4,FAC025,Medical,unit_type,Medical,2,0,0.702907,0.0,0.0,0.0,5.219804
Rolling 6 Months,2,2026Q1,4,FAC025,Medical,admission_source,Emergency,1,0,0.107931,0.0,0.0,0.0,33.994282
Rolling 6 Months,2,2026Q1,4,FAC025,Medical,predicted_mortality_group,10-<30%,1,0,0.107931,0.0,0.0,0.0,33.994282
Rolling 6 Months,2,2026Q1,2,FAC027,ICU,losingspec,,2,1,0.930559,0.5,1.074623,0.014022,5.980235
Rolling 6 Months,2,2026Q1,2,FAC027,ICU,lward,Medical,1,0,0.276971,0.0,0.0,0.0,13.247007
Rolling 6 Months,2,2026Q1,2,FAC027,ICU,organ_system,NU9,1,0,0.276971,0.0,0.0,0.0,13.247007
Rolling 6 Months,2,2026Q1,2,FAC027,ICU,age_cat,"[85,HIGH]",2,1,0.930559,0.5,1.074623,0.014022,5.980235
Rolling 6 Months,2,2026Q1,2,FAC027,ICU,severity,10-<30%,1,0,0.276971,0.0,0.0,0.0,13.247007
Rolling 6 Months,2,2026Q1,2,FAC027,ICU,unit_type,ICU,2,1,0.930559,0.5,1.074623,0.014022,5.980235
Rolling 6 Months,2,2026Q1,2,FAC027,ICU,admission_source,Emergency,1,0,0.276971,0.0,0.0,0.0,13.247007
Rolling 6 Months,2,2026Q1,2,FAC027,ICU,predicted_mortality_group,10-<30%,1,0,0.276971,0.0,0.0,0.0,13.247007
Rolling 6 Months,2,2026Q1,2,FAC024,Medical,losingspec,,1,1,0.233143,1.0,4.289213,0.055967,23.869304
Rolling 6 Months,2,2026Q1,2,FAC024,Medical,lward,Surgical,1,1,0.233143,1.0,4.289213,0.055967,23.869304
Rolling 6 Months,2,2026Q1,2,FAC024,Medical,organ_system,NU9,1,1,0.233143,1.0,4.289213,0.055967,23.869304
Rolling 6 Months,2,2026Q1,2,FAC024,Medical,age_cat,"[65,75)",1,1,0.233143,1.0,4.289213,0.055967,23.869304
Rolling 6 Months,2,2026Q1,2,FAC024,Medical,severity,10-<30%,1,1,0.233143,1.0,4.289213,0.055967,23.869304
Rolling 6 Months,2,2026Q1,2,FAC024,Medical,unit_type,Medical,1,1,0.233143,1.0,4.289213,0.055967,23.869304
Rolling 6 Months,2,2026Q1,2,FAC024,Medical,admission_source,Emergency,1,1,0.233143,1.0,4.289213,0.055967,23.869304
Rolling 6 Months,2,2026Q1,2,FAC024,Medical,predicted_mortality_group,10-<30%,1,1,0.233143,1.0,4.289213,0.055967,23.869304
Rolling 6 Months,2,2026Q1,3,FAC003,Surgical,losingspec,,1,0,0.078919,0.0,0.0,0.0,46.491173
Rolling 6 Months,2,2026Q1,3,FAC003,Surgical,lward,Surgical,1,0,0.078919,0.0,0.0,0.0,46.491173
